Timestamp [ms],CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s]
1376325346,1,2926.0,16.76490188347556,4.529646659930472,704512.0,116879.93472047776,0.0,0.0,0.0,0.0
1376325646,1,2926.0,9.482310672371309,2.810303229812229,704512.0,20818.62444867004,0.0,0.0,0.0,0.0
1376325946,1,2926.0,35.39884046666351,4.604745937854472,704512.0,130480.5267427547,0.0,0.0,0.0,0.0
1376326246,1,2926.0,62.056237551943426,0.003954549905594296,704512.0,128423.25669244574,0.0,0.0,0.0,0.0
1376326546,1,2926.0,65.71612215247106,4.517127054339741,704512.0,32712.43690656047,0.0,0.0,0.0,0.0
1376326846,1,2926.0,7.83903289413036,3.130039395935267,704512.0,162944.53076800227,0.0,0.0,0.0,0.0
1376327146,1,2926.0,22.314191588419707,4.675759702195592,704512.0,151790.55214404067,0.0,0.0,0.0,0.0
1376327446,1,2926.0,18.55599705343768,0.06347017222562812,704512.0,128869.82890668281,0.0,0.0,0.0,0.0
1376327746,1,2926.0,47.447278231678936,3.732288424598896,704512.0,168894.9318124978,0.0,0.0,0.0,0.0
1376328046,1,2926.0,15.896654558313195,2.739158627350578,704512.0,189235.78571338914,0.0,0.0,0.0,0.0
1376328346,1,2926.0,67.57527404417935,4.732752239093848,704512.0,21705.52875217091,0.0,0.0,0.0,0.0
1376328646,1,2926.0,55.65085597969939,4.148158427483623,704512.0,1517.6200218786073,0.0,0.0,0.0,0.0
1376328946,1,2926.0,48.67563192189319,4.631443305271297,704512.0,88642.34649254156,0.0,0.0,0.0,0.0
1376329246,1,2926.0,33.81151351843157,2.2653448857496468,704512.0,9170.186798579549,0.0,0.0,0.0,0.0
1376329546,1,2926.0,50.407025294436245,3.2244283461350958,704512.0,168142.30641199724,0.0,0.0,0.0,0.0
1376329846,1,2926.0,50.56819070039119,4.358355620237317,704512.0,150673.18633518202,0.0,0.0,0.0,0.0
1376330146,1,2926.0,87.16614349650288,3.6536085814722674,704512.0,152778.3288094202,0.0,0.0,0.0,0.0
1376330446,1,2926.0,39.26285931634068,3.0575935020125127,704512.0,142013.59775654203,0.0,0.0,0.0,0.0
1376330746,1,2926.0,78.17967423489335,4.269296361612027,704512.0,187315.43156952757,0.0,0.0,0.0,0.0
1376331046,1,2926.0,94.33301304973747,0.9673031053903192,704512.0,136966.6058264117,0.0,0.0,0.0,0.0
1376331346,1,2926.0,36.85473777290059,4.276642509732676,704512.0,72987.46111876598,0.0,0.0,0.0,0.0
1376331646,1,2926.0,94.98640404798869,3.186868812862094,704512.0,114678.84786039595,0.0,0.0,0.0,0.0
1376331946,1,2926.0,37.95583016869954,4.008452979512544,704512.0,173059.31445905915,0.0,0.0,0.0,0.0
1376332246,1,2926.0,0.9257359465735693,4.668579802339349,704512.0,131322.57830522885,0.0,0.0,0.0,0.0
1376332546,1,2926.0,46.952840301704555,3.593513441981231,704512.0,101624.87706188332,0.0,0.0,0.0,0.0
1376332846,1,2926.0,74.46132595234121,3.2260361237234365,704512.0,86841.34195873236,0.0,0.0,0.0,0.0
1376333146,1,2926.0,22.31242239743233,2.118940662500364,704512.0,152777.433127922,0.0,0.0,0.0,0.0
1376333446,1,2926.0,49.374463672626824,1.1484910933696684,704512.0,109659.15938053235,0.0,0.0,0.0,0.0
1376333746,1,2926.0,33.14846553857597,2.70615859976207,704512.0,31506.004773373817,0.0,0.0,0.0,0.0
1376334046,1,2926.0,91.37526418044088,4.495529969081127,704512.0,102088.79488169122,0.0,0.0,0.0,0.0
1376334346,1,2926.0,4.343173328909266,1.879633628635509,704512.0,4160.946817118139,0.0,0.0,0.0,0.0
1376334646,1,2926.0,95.87893747994262,1.963232254449131,704512.0,28009.632989801703,0.0,0.0,0.0,0.0
1376334946,1,2926.0,90.50563163739402,1.4020651025204123,704512.0,56297.71879236902,0.0,0.0,0.0,0.0
1376335246,1,2926.0,8.568257934794033,1.715639385379823,704512.0,4993.63088223026,0.0,0.0,0.0,0.0
1376335546,1,2926.0,15.448501248463797,0.4771467145723901,704512.0,144757.1380369485,0.0,0.0,0.0,0.0
1376335846,1,2926.0,92.7193933983461,2.1380751597543095,704512.0,84204.466033035,0.0,0.0,0.0,0.0
1376336146,1,2926.0,97.9539651327376,0.5503993825159065,704512.0,20686.529811198274,0.0,0.0,0.0,0.0
1376336446,1,2926.0,66.80472538661672,4.830246758423527,704512.0,182017.19585788608,0.0,0.0,0.0,0.0
1376336746,1,2926.0,91.57334543436882,1.1704958501766844,704512.0,179530.2607858478,0.0,0.0,0.0,0.0
1376337046,1,2926.0,63.13341362913019,3.1457548006064577,704512.0,158332.59621628805,0.0,0.0,0.0,0.0
1376337346,1,2926.0,74.26022671866438,4.957469429907499,704512.0,132369.266061797,0.0,0.0,0.0,0.0
1376337646,1,2926.0,67.17436653308833,0.43475052895511346,704512.0,157.03024024933399,0.0,0.0,0.0,0.0
1376337946,1,2926.0,19.314640347598065,3.9625006291981153,704512.0,140764.0112485575,0.0,0.0,0.0,0.0
1376338246,1,2926.0,52.925868789544815,4.079519983622604,704512.0,194290.1792634819,0.0,0.0,0.0,0.0
1376338546,1,2926.0,89.69541412670742,3.312339423132533,704512.0,83391.45496131126,0.0,0.0,0.0,0.0
1376338846,1,2926.0,57.913204264889,4.704000781657868,704512.0,68197.2616386922,0.0,0.0,0.0,0.0
1376339146,1,2926.0,76.05653365498276,2.758526149707455,704512.0,96419.66912821149,0.0,0.0,0.0,0.0
1376339446,1,2926.0,57.01487421558912,0.868407277647375,704512.0,145927.46708138456,0.0,0.0,0.0,0.0
1376339746,1,2926.0,96.23071693104059,2.7507072245472752,704512.0,22693.04028851624,0.0,0.0,0.0,0.0
1376340046,1,2926.0,92.31488235736344,2.7537723835919934,704512.0,40459.029443470776,0.0,0.0,0.0,0.0
1376340346,1,2926.0,83.25249351834363,0.7070412475564547,704512.0,103398.22952391999,0.0,0.0,0.0,0.0
1376340646,1,2926.0,46.513356543316405,2.8535664129802605,704512.0,48584.85978068965,0.0,0.0,0.0,0.0
1376340946,1,2926.0,7.971427141968812,4.752740574561242,704512.0,41270.11766123423,0.0,0.0,0.0,0.0
1376341246,1,2926.0,32.53681620187615,1.3576797021166183,704512.0,118856.85058609898,0.0,0.0,0.0,0.0
1376341546,1,2926.0,84.2349347346167,4.632379679896826,704512.0,112340.86714193752,0.0,0.0,0.0,0.0
1376341846,1,2926.0,91.33625516510037,1.4450185237458717,704512.0,30173.458285573008,0.0,0.0,0.0,0.0
1376342146,1,2926.0,42.04571701001473,3.6748599084844793,704512.0,93467.88350132371,0.0,0.0,0.0,0.0
1376342446,1,2926.0,29.272075474241475,3.8998391691456358,704512.0,123076.34205681563,0.0,0.0,0.0,0.0
1376342746,1,2926.0,22.395135766901,3.759607406391077,704512.0,154975.8230773765,0.0,0.0,0.0,0.0
1376343046,1,2926.0,46.48634411840277,0.5252004387918557,704512.0,163183.8743452539,0.0,0.0,0.0,0.0
1376343346,1,2926.0,89.96564188169296,0.7987756975830024,704512.0,92976.49951383042,0.0,0.0,0.0,0.0
1376343646,1,2926.0,9.290688299607197,4.053651285181938,704512.0,166600.8942466479,0.0,0.0,0.0,0.0
1376343946,1,2926.0,4.541888484491697,4.844701782962136,704512.0,160133.523512407,0.0,0.0,0.0,0.0
1376344246,1,2926.0,31.90886014713168,2.155815720159509,704512.0,93077.68646283908,0.0,0.0,0.0,0.0
1376344546,1,2926.0,14.721170464325816,4.528047510026677,704512.0,193119.17483437856,0.0,0.0,0.0,0.0
1376344846,1,2926.0,61.41244008832866,1.907004291232675,704512.0,34150.2430383011,0.0,0.0,0.0,0.0
1376345146,1,2926.0,24.16284581221194,0.2573108195052243,704512.0,137685.68048073244,0.0,0.0,0.0,0.0
1376345446,1,2926.0,70.69696383784748,2.3178716937208548,704512.0,106586.85523806368,0.0,0.0,0.0,0.0
1376345746,1,2926.0,63.514051938382885,1.3264465895250726,704512.0,195998.56947682225,0.0,0.0,0.0,0.0
1376346046,1,2926.0,71.76757935384354,0.5713083496593407,704512.0,75558.68080520953,0.0,0.0,0.0,0.0
1376346346,1,2926.0,88.81365836034169,3.7877549244923907,704512.0,141498.7898486857,0.0,0.0,0.0,0.0
1376346646,1,2926.0,49.057265544644935,3.0628888937079415,704512.0,41340.69559499309,0.0,0.0,0.0,0.0
1376346946,1,2926.0,53.301672950030856,4.51547142562423,704512.0,135637.04567719292,0.0,0.0,0.0,0.0
1376347246,1,2926.0,65.88945411107646,1.4420478839948048,704512.0,43882.40466027518,0.0,0.0,0.0,0.0
1376347546,1,2926.0,78.19865516710385,1.1355216975069482,704512.0,53284.78562301688,0.0,0.0,0.0,0.0
1376347846,1,2926.0,34.078261921516294,0.19563921989107558,704512.0,193958.49428109254,0.0,0.0,0.0,0.0
1376348146,1,2926.0,32.20354767729573,4.7072335264577445,704512.0,111426.46672853119,0.0,0.0,0.0,0.0
1376348446,1,2926.0,47.25138210097703,4.057167960396376,704512.0,16542.32599347567,0.0,0.0,0.0,0.0
1376348746,1,2926.0,43.6239526175385,2.3385988763171968,704512.0,34180.897128646204,0.0,0.0,0.0,0.0
1376349046,1,2926.0,53.82102129500295,2.358227227084335,704512.0,151613.6295727063,0.0,0.0,0.0,0.0
1376349346,1,2926.0,90.12282997056043,3.2965315513951854,704512.0,168022.9683074607,0.0,0.0,0.0,0.0
1376349646,1,2926.0,0.9202379034913832,1.9002369057320738,704512.0,70349.27642678586,0.0,0.0,0.0,0.0
1376349946,1,2926.0,90.26123064388104,4.139378895373318,704512.0,162738.3902654071,0.0,0.0,0.0,0.0
1376350246,1,2926.0,23.529248331112363,4.271049554076823,704512.0,42959.57261306942,0.0,0.0,0.0,0.0
1376350546,1,2926.0,37.31615824178361,2.2444046964854083,704512.0,150295.17838028073,0.0,0.0,0.0,0.0
1376350846,1,2926.0,56.22469263145955,2.587046125392243,704512.0,146112.14855688965,0.0,0.0,0.0,0.0
1376351146,1,2926.0,4.9329564351432875,2.2087294109783833,704512.0,116696.91374020219,0.0,0.0,0.0,0.0
1376351446,1,2926.0,8.461394959401968,3.641224113784844,704512.0,159594.4390277861,0.0,0.0,0.0,0.0
1376351746,1,2926.0,92.20726152017322,4.022374165669867,704512.0,76450.01592565661,0.0,0.0,0.0,0.0
1376352046,1,2926.0,40.09988753502073,1.6078384607686473,704512.0,180024.60874842555,0.0,0.0,0.0,0.0
1376352346,1,2926.0,32.348098569196246,2.6957928621368072,704512.0,76316.58304919122,0.0,0.0,0.0,0.0
1376352646,1,2926.0,9.393501555307049,0.23956135269273648,704512.0,19318.20897971561,0.0,0.0,0.0,0.0
1376352946,1,2926.0,40.68647094021649,3.8226380220544733,704512.0,199623.17893924538,0.0,0.0,0.0,0.0
1376353246,1,2926.0,83.7073256795216,1.7206478543893784,704512.0,75220.28960924578,0.0,0.0,0.0,0.0
1376353546,1,2926.0,86.42535663244193,3.1426802146382347,704512.0,145770.20844614145,0.0,0.0,0.0,0.0
1376353846,1,2926.0,89.89472243989815,1.1059545387702348,704512.0,190970.89389888517,0.0,0.0,0.0,0.0
1376354146,1,2926.0,34.37524504829018,1.255333721345111,704512.0,196664.50231181493,0.0,0.0,0.0,0.0
1376354446,1,2926.0,76.99545090362622,3.0213161858547952,704512.0,170354.56824706844,0.0,0.0,0.0,0.0
1376354746,1,2926.0,65.03543019901284,1.0083328512178031,704512.0,113904.58416275267,0.0,0.0,0.0,0.0
1376355046,1,2926.0,63.672125647042,1.6600171213357373,704512.0,170361.4019536994,0.0,0.0,0.0,0.0
1376355346,1,2926.0,62.87270470743167,4.949187146152788,704512.0,43069.873014197605,0.0,0.0,0.0,0.0
1376355646,1,2926.0,42.84187514014026,2.018159529589023,704512.0,183296.48043014662,0.0,0.0,0.0,0.0
1376355946,1,2926.0,43.24683954136894,1.6677680407913447,704512.0,182043.14715860283,0.0,0.0,0.0,0.0
1376356246,1,2926.0,93.18649123294553,4.423745336794777,704512.0,15073.816763856685,0.0,0.0,0.0,0.0
1376356546,1,2926.0,77.1323647335758,4.18492843757601,704512.0,914.7703387502926,0.0,0.0,0.0,0.0
1376356846,1,2926.0,45.77439050533453,3.360496539091633,704512.0,195932.04529010385,0.0,0.0,0.0,0.0
1376357146,1,2926.0,54.577929400294764,3.4461999363106175,704512.0,191855.66926425826,0.0,0.0,0.0,0.0
1376357446,1,2926.0,88.6423680540964,1.9022394933029112,704512.0,188307.21142225986,0.0,0.0,0.0,0.0
1376357746,1,2926.0,15.709623942337581,2.886425492284814,704512.0,188298.82904745438,0.0,0.0,0.0,0.0
1376358046,1,2926.0,6.245066036045188,0.8216332508302326,704512.0,179900.7797690271,0.0,0.0,0.0,0.0
1376358346,1,2926.0,81.72322990138882,4.556721956457227,704512.0,132319.79947347922,0.0,0.0,0.0,0.0
1376358646,1,2926.0,88.80060721672108,2.7233636718967253,704512.0,73619.42330759537,0.0,0.0,0.0,0.0
1376358946,1,2926.0,5.603349743043184,3.521828301606163,704512.0,192776.34093154635,0.0,0.0,0.0,0.0
1376359246,1,2926.0,89.06747129508841,3.4527070836734888,704512.0,47475.03471054562,0.0,0.0,0.0,0.0
1376359546,1,2926.0,17.264719860871093,0.15504192910109238,704512.0,72561.31058590538,0.0,0.0,0.0,0.0
1376359846,1,2926.0,67.40180155971574,3.7963128126160233,704512.0,14951.262179850944,0.0,0.0,0.0,0.0
1376360146,1,2926.0,72.4462046321397,3.731090519346505,704512.0,52433.34724236892,0.0,0.0,0.0,0.0
1376360446,1,2926.0,59.53654250590317,3.6312739260320375,704512.0,185778.226585932,0.0,0.0,0.0,0.0
1376360746,1,2926.0,63.88901753707956,4.650848027759386,704512.0,124028.16596641498,0.0,0.0,0.0,0.0
1376361046,1,2926.0,9.707455917931263,4.948285313356991,704512.0,139783.71728685568,0.0,0.0,0.0,0.0
1376361346,1,2926.0,37.628679785292206,2.6522088360943896,704512.0,129517.45339662208,0.0,0.0,0.0,0.0
1376361646,1,2926.0,77.85571486250714,3.9657833753479963,704512.0,122034.91072256226,0.0,0.0,0.0,0.0
1376361946,1,2926.0,98.27613437185943,1.7559617915613868,704512.0,96968.56833085601,0.0,0.0,0.0,0.0
1376362246,1,2926.0,56.51441232781631,2.9568567573451032,704512.0,193939.8588041842,0.0,0.0,0.0,0.0
1376362546,1,2926.0,64.11944180286316,1.1390589037686927,704512.0,135292.2189065734,0.0,0.0,0.0,0.0
1376362846,1,2926.0,96.26611178372359,2.7765608452918675,704512.0,194746.10500538556,0.0,0.0,0.0,0.0
1376363146,1,2926.0,61.33025690870638,2.458176179741955,704512.0,131161.60391841468,0.0,0.0,0.0,0.0
1376363446,1,2926.0,51.281626551831074,1.7481700167823604,704512.0,85222.41217548742,0.0,0.0,0.0,0.0
1376363746,1,2926.0,90.8638214635407,2.764137226167353,704512.0,176750.42647225282,0.0,0.0,0.0,0.0
1376364046,1,2926.0,34.73514008086157,0.3585389727225996,704512.0,46107.90934086575,0.0,0.0,0.0,0.0
1376364346,1,2926.0,52.56570684565018,1.4041988835398196,704512.0,113851.12907814408,0.0,0.0,0.0,0.0
1376364646,1,2926.0,70.14777340581621,3.1980300812665807,704512.0,125385.41319703152,0.0,0.0,0.0,0.0
1376364946,1,2926.0,23.448049431270224,4.602245026655785,704512.0,128802.80550769062,0.0,0.0,0.0,0.0
1376365246,1,2926.0,12.712762419525859,4.815361587391486,704512.0,54216.84910862547,0.0,0.0,0.0,0.0
1376365546,1,2926.0,80.45640324494624,0.3499464054529722,704512.0,793.831029300951,0.0,0.0,0.0,0.0
1376365846,1,2926.0,31.39493815898453,2.6123369634532345,704512.0,115728.33742287016,0.0,0.0,0.0,0.0
1376366146,1,2926.0,25.813526909563954,0.014094834830602476,704512.0,71906.23082551523,0.0,0.0,0.0,0.0
1376366446,1,2926.0,25.542961928076636,1.8346285111697713,704512.0,147965.12808481907,0.0,0.0,0.0,0.0
1376366746,1,2926.0,18.48123066667111,2.954108009086083,704512.0,164534.374131633,0.0,0.0,0.0,0.0
1376367046,1,2926.0,64.42853781026163,1.1684204743573146,704512.0,140285.89009865554,0.0,0.0,0.0,0.0
1376367346,1,2926.0,47.46489121825971,0.6898335831941321,704512.0,101846.90393358382,0.0,0.0,0.0,0.0
1376367646,1,2926.0,12.769771586729261,4.303439152432348,704512.0,146621.8868685107,0.0,0.0,0.0,0.0
1376367946,1,2926.0,30.078440423237176,0.4286789485766379,704512.0,129516.0457350395,0.0,0.0,0.0,0.0
1376368246,1,2926.0,31.50419951256216,4.244287494067721,704512.0,155893.4529927183,0.0,0.0,0.0,0.0
1376368546,1,2926.0,41.40224081658091,4.012485212151769,704512.0,142065.5020999653,0.0,0.0,0.0,0.0
1376368846,1,2926.0,80.32996790813685,3.5902450028551094,704512.0,30280.08756631142,0.0,0.0,0.0,0.0
1376369146,1,2926.0,70.583067372436,1.687202730391884,704512.0,119597.33748795588,0.0,0.0,0.0,0.0
1376369446,1,2926.0,92.28536830921777,2.8284912163499074,704512.0,44367.76787689367,0.0,0.0,0.0,0.0
1376369746,1,2926.0,52.215659190986116,1.4200767676388992,704512.0,104269.08055496246,0.0,0.0,0.0,0.0
1376370046,1,2926.0,82.87313673004797,3.4148443900416336,704512.0,137326.4333764112,0.0,0.0,0.0,0.0
1376370346,1,2926.0,20.807616468955437,0.2840614618068915,704512.0,107710.37761548783,0.0,0.0,0.0,0.0
1376370646,1,2926.0,37.843803857285806,4.784922063214061,704512.0,110097.644723477,0.0,0.0,0.0,0.0
1376370946,1,2926.0,30.79267957135109,4.013262026742545,704512.0,158515.16976900934,0.0,0.0,0.0,0.0
1376371246,1,2926.0,45.37976291006412,0.1333685423750519,704512.0,190303.98149295265,0.0,0.0,0.0,0.0
1376371546,1,2926.0,70.7105972719842,0.5582003520236833,704512.0,95578.56710876465,0.0,0.0,0.0,0.0
1376371846,1,2926.0,66.41194973980133,0.2564246419199445,704512.0,181275.73513290135,0.0,0.0,0.0,0.0
1376372146,1,2926.0,8.88723983917007,3.166504888792405,704512.0,1764.566020678271,0.0,0.0,0.0,0.0
1376372446,1,2926.0,45.920163635423286,0.18252672742018028,704512.0,133745.85186901118,0.0,0.0,0.0,0.0
1376372746,1,2926.0,26.100276576650007,1.460841291692327,704512.0,35973.31394925596,0.0,0.0,0.0,0.0
1376373046,1,2926.0,48.97776459176164,3.569790678741656,704512.0,4655.6162841846935,0.0,0.0,0.0,0.0
1376373346,1,2926.0,95.48425416802688,2.5314171354054804,704512.0,194179.41720852855,0.0,0.0,0.0,0.0
1376373646,1,2926.0,39.077167709517866,1.088691427920954,704512.0,57511.087608014954,0.0,0.0,0.0,0.0
1376373946,1,2926.0,52.205976514243716,0.5553920094817366,704512.0,29217.32818921601,0.0,0.0,0.0,0.0
1376374246,1,2926.0,18.275240996173224,0.22131894694858933,704512.0,66587.55803066798,0.0,0.0,0.0,0.0
1376374546,1,2926.0,96.26277795239487,3.257970230829546,704512.0,11773.496040618147,0.0,0.0,0.0,0.0
1376374846,1,2926.0,35.005680941996154,2.95880524208769,704512.0,192546.34777268898,0.0,0.0,0.0,0.0
1376375146,1,2926.0,42.18041655375434,0.023413944210675663,704512.0,128325.95019988528,0.0,0.0,0.0,0.0
1376375446,1,2926.0,52.44166495881266,0.07951749012815423,704512.0,172253.98018977707,0.0,0.0,0.0,0.0
1376375746,1,2926.0,38.12986805511851,2.5663783280133394,704512.0,5881.97143587319,0.0,0.0,0.0,0.0
1376376046,1,2926.0,41.22412573788633,1.7047098984572555,704512.0,13441.368410065625,0.0,0.0,0.0,0.0
1376376346,1,2926.0,84.85808006330728,2.546184336292386,704512.0,195259.88426834112,0.0,0.0,0.0,0.0
1376376646,1,2926.0,61.430998815207914,2.23763551551982,704512.0,193451.82314124433,0.0,0.0,0.0,0.0
1376376946,1,2926.0,57.76870704971165,1.3545269236186541,704512.0,118493.64788586338,0.0,0.0,0.0,0.0
1376377246,1,2926.0,91.79907266441414,4.74260129099981,704512.0,175521.68741361244,0.0,0.0,0.0,0.0
1376377546,1,2926.0,76.95828172204345,2.077378069295996,704512.0,61786.82974267764,0.0,0.0,0.0,0.0
1376377846,1,2926.0,69.99634278684772,2.2581070037137763,704512.0,146116.7408146305,0.0,0.0,0.0,0.0
1376378146,1,2926.0,63.89852306631097,2.649712822122135,704512.0,93713.73716562043,0.0,0.0,0.0,0.0
1376378446,1,2926.0,19.170426844771647,2.2678582716010083,704512.0,169069.0180865977,0.0,0.0,0.0,0.0
1376378746,1,2926.0,6.2358685653830515,4.739908125669181,704512.0,66979.93312606109,0.0,0.0,0.0,0.0
1376379046,1,2926.0,22.16618496352025,1.2045728195897298,704512.0,164762.40616473602,0.0,0.0,0.0,0.0
1376379346,1,2926.0,78.07895860139338,0.4749024934630375,704512.0,95517.07604818718,0.0,0.0,0.0,0.0
1376379646,1,2926.0,88.14799737935556,3.8318438504082497,704512.0,112204.18495354363,0.0,0.0,0.0,0.0
1376379946,1,2926.0,50.879340554441434,1.9390705901552057,704512.0,10258.9311993311,0.0,0.0,0.0,0.0
1376380246,1,2926.0,66.43029687654052,4.068591948288881,704512.0,34945.682765209975,0.0,0.0,0.0,0.0
1376380546,1,2926.0,4.522526629558099,3.017139100770851,704512.0,117599.9974290666,0.0,0.0,0.0,0.0
1376380846,1,2926.0,41.87663132806525,3.6882760544498243,704512.0,88701.50904364642,0.0,0.0,0.0,0.0
1376381146,1,2926.0,29.067442915079788,0.3816992111359929,704512.0,164397.36282952758,0.0,0.0,0.0,0.0
1376381446,1,2926.0,24.030561821235462,4.5524039316612575,704512.0,92644.72101021363,0.0,0.0,0.0,0.0
1376381746,1,2926.0,80.51677838194038,1.511002031897345,704512.0,115109.80712440099,0.0,0.0,0.0,0.0
1376382046,1,2926.0,38.1516469443359,1.7158273941676505,704512.0,138856.22179727096,0.0,0.0,0.0,0.0
1376382346,1,2926.0,90.3415753279927,1.8139374558259236,704512.0,168988.48694755125,0.0,0.0,0.0,0.0
1376382646,1,2926.0,78.89854299300467,0.2806721645422705,704512.0,52437.11639442057,0.0,0.0,0.0,0.0
1376382946,1,2926.0,85.99352466195364,2.3233068043752203,704512.0,121661.15146160728,0.0,0.0,0.0,0.0
1376383246,1,2926.0,82.33130067784357,1.375980080173918,704512.0,28673.990141639028,0.0,0.0,0.0,0.0
1376383546,1,2926.0,75.12574324734123,2.135463020851459,704512.0,70843.03434858039,0.0,0.0,0.0,0.0
1376383846,1,2926.0,28.59183854552475,0.013100857639353203,704512.0,168220.66599252747,0.0,0.0,0.0,0.0
1376384146,1,2926.0,76.1204286931925,2.379708102763834,704512.0,95196.41242943051,0.0,0.0,0.0,0.0
1376384446,1,2926.0,58.836109524295686,4.633760704804727,704512.0,169887.9052109296,0.0,0.0,0.0,0.0
1376384746,1,2926.0,21.875954770035754,2.823713501967893,704512.0,117254.24679670949,0.0,0.0,0.0,0.0
1376385046,1,2926.0,56.51711280826681,0.8629890750530772,704512.0,19191.945918804842,0.0,0.0,0.0,0.0
1376385346,1,2926.0,86.56688987833165,0.19567786512369956,704512.0,134277.276012878,0.0,0.0,0.0,0.0
1376385646,1,2926.0,90.9818194815802,2.2730728209303748,704512.0,179780.22738052314,0.0,0.0,0.0,0.0
1376385946,1,2926.0,43.84163706381007,2.073923824352337,704512.0,146461.51305714814,0.0,0.0,0.0,0.0
1376386246,1,2926.0,31.735470804570742,0.46163955009336843,704512.0,9197.069519877732,0.0,0.0,0.0,0.0
